Key,Type,Source,ko,en,es,zh-cn,zh-tw
Event_description_334_2,,,"""톨스토이? 좋지, 무엇을 느꼈어?""\n\n""마음에 와닿는 이야기가 하나 있었어. \n어떤 왕 이야기야.""\n\n""흥미로운데, 더 말해줄 수 있어?""","""Tolstoy? Well ain't you a fancy pants!""\n\n""There was one story about a king! It just melted my heart!""\n\n""Tell me about it.""","""¿Tolstói? ¡Eres toda una erudita!"".\n\n""¡Una de las historias tenía que ver con un rey! ¡Me tocó el corazón!"".\n\n""Cuéntame"".",“托尔斯泰？不错啊，那有什么感想吗？”\n\n“里面有一个打动我的故事。\n是关于某位王的故事。”\n“很有趣，能再讲讲吗？”,「托爾斯泰？那的確很棒，有什麼感想嗎？」\n\n「有個讓我很有感觸的內容。\n是在敘述某個王的故事。」\n\n「感覺很有趣，能跟我多說一點嗎？」
Event_description_334_3,,,"""반지 세공사에게 왕이 명령했어.""\n\n'날 위한 반지를 만들되, \n거기에 내가 환호할 때 교만하지 않게 하며, \n내가 낙심할 때 좌절하지 않고 희망을 \n얻을 수 있는 글귀를 새겨넣어라!'\n\n""그 반지에 뭐라고 새겨넣었을지 알겠어?""","""The king ordered his jeweller to make him a ring with an important engraving.""\n\n""He said, 'This engraving must remind me not to be arrogant as I celebrate.'""\n\n""'But also, it must give me hope when I'm discouraged.'""\n\n""You know what it said right?""","""El rey le ordenó a su joyero que le hiciera un anillo con un grabado importante"".\n\n""El rey dijo: 'El grabado debe recordarme que no debo ser tan arrogante como suelo ser'"".\n\n""'Pero además, debe darme esperanza cuando me sienta desanimado'"".\n\n""Sabes lo que el grabado decía, ¿verdad?"".",“国王命令了戒指工匠。”\n\n“为我做一枚戒指，而且要在戒指刻上字句。\n字句要包含以下内容：\n当我欢呼雀跃时防止骄傲自满，\n当我灰心丧气时不会就此挫折而重新拾取希望。”\n\n“你知道要在戒指上刻什么内容吗？”,「國王向戒指工匠下了這種命令。」\n\n「替我製作一枚戒指，\n並在那上面刻上句子，\n讓我在歡呼時不會驕傲，\n讓我在失望時不會絕望，\n而是能獲得希望的句子！」\n\n「那你知道戒指上刻了什麼句子嗎？」
Event_description_334_4,,,"정답은 아니지만, 나쁘진 않은데?\n오히려 좋아!","""That's not what it said, but I kind of like it better!""","""Eso no es lo que dijo, ¡pero prefiero esa versión!"".",虽然不是正确答案，但内容不错？\n反而觉得更好！,雖然不是正確答案，但也不錯呢？\n這樣反而更好！
Event_description_334_5,,,정답이야! 아주 유명한 말이지.\n\n책을 많이 읽는 편이구나?,"""Correct! It's a very famous phrase.\n\n""If you've read it, you must be a fancy pants too!""","""¡Correcto! Es una frase muy famosa.\n\n""¡Si lo leíste, tu también debes ser muy inteligente!"".",答对了！那是非常有名的字句。\n\n看来你读不少书呢？,答對了！這是很有名的話吧。\n\n你念很多書呢？
Event_description_335_1,,,광고에서 퀴즈를 맞히면 상품을 준다고 한다.\n\n상품이 로봇 청소기라니! \n이건 무조건 맞춰야 한다.,"I spot an advertisement that promises a robot vacuum if I answer correctly!\n\nGuess I better nail this one, then.",¡Veo un anuncio donde prometen regalar una aspiradora robótica si respondo correctamente!\n\nEse sí es un premio que quiero ganar.,广告上说答对谜语会给奖品。\n\n奖品是扫地机器人！\n我一定要答对才行。,據說在廣告中答對問題就會送上商品。\n\n商品還是掃地機！\n這一定要答對才行。
Event_description_335_2,,,나의 울음으로 시작해 \n남의 울음으로 끝나는 것은?'\n\n이것 만 맞히면 선착순 500명 중 한 명이 될 수 있다!,"What starts with me crying and ends with someone else crying?\n\nIf you get this right, you can win one of 500 robot vacuums!","¿Qué comienza haciéndome llorar a mí y termina haciendo llorar a alguien más?\n\n¡Si adivinas, ganarás una de las 500 aspiradoras robóticas!",从我的哭泣开始，\n以别人的哭泣结束的是什么？\n\n答对这个就可以进入前500名候补了！,「來自我的哭聲，\n並結束於他人的哭聲的是？」\n\n只要答對這個，就有機會成為前500名中的一名啊！
Event_description_335_3,,,땡~ 흑흑...결국...로봇 청소기는 아니지만...\n\n소정의 골드를 받았다.,Shoot! *sob* I got the question wrong.\n\nI get a small consolation prize but...\n\n*sniffle* I think I'm gonna cry.,"¡Dale! *sollozo* Respondí mal la pregunta.\n\nRecibo un pequeño premio consuelo, pero...\n\n*resoplido* Creo que voy a llorar.",错～呜呜……最终，虽然不是扫地机器人……\n\n但获得了一些金币。,錯了～嗚嗚…雖然…不是掃地機…\n\n但收到了一些黃金。
Event_description_335_4,,,맞았어! 하지만..흑흑...결국...로봇 청소기는 아니지만...\n\n소정의 골드를 받았다.,"I got it right! But... *sob* after all that work they ran out of robot vacuums.\n\nInstead, I receive some gold.\n\n*sniffle* Now I'm gonna cry.","¡Respondí bien! Sin embargo...*sollozo* las aspiradoras robóticas se les acabaron.\n\nEn vez de ellas, recibo un poco de oro.\n\n*resoplido* Voy a llorar.",答对了！但是……呜呜，虽然不是扫地机器人……\n\n但获得了一些金币。,答對了！不過…嗚嗚…雖然…不是掃地機…\n\n但收到了一些黃金。
Event_description_336_1,,,"알쏭달쏭 수수께기 협회'에서 편지가 한 장 날아왔다.\n\n퀴즈를 즐기다 보니, \n협회에도 가입했는데 한동안 소식이 뜸했다.\n\n'양으로 강을 건넌다?'라는 제목 아래에는 다음과 같이 쓰여있었다.","A letter came from the Mysterious Riddle Bureau.\n\nEveryone barrages me with riddles and questions already, so I figured, why not join?\n\nThe letterhead reads, ""Crossing the River with Sheep.""","Llegó una carta del Buró de acertijos misteriosos.\n\nYa que todo el mundo me lanzaba acertijos y preguntas, pensé: '¿Qué tal si me uno?'.\n\nEl membrete decía: ""Cruzando el río con ovejas"".",从“模模糊糊谜语协会”方收到了一封信。\n\n因为喜欢猜谜，\n所以加入了协议，但近期没什么消息。\n\n在一个“用羊过江？”的标题下方写着以下内容。,「未知的謎題協會」寄來了一封信。\n\n因為很享受猜謎，\n所以才會加入協會，但好一陣子都沒有消息。\n\n「用羊過河？」的標題下寫著這些內容。
Event_description_336_2,,,"한 상인이 양 90마리를 데리고 강을 건너려 한다.\n\n이 때, 뱃사공은 건너게 해주는 양의 절반을 배 타는 값으로 달라고 한다.\n\n상인에게 배 타는 값으로 줘야 하는 양은 최소 몇 마리 일까?\n\n꽤 간단한 거 같은데?",A merchant is trying to cross a river with 90 sheep.\n\nA boatman asks for half the sheep in order to cross the river.\n\nWhat's the least number of the sheep the merchant must give to the boatman?\n\nSeems simple enough...,Un comerciante trata de cruzar un río con 90 ovejas.\n\nUn barquero le pide la mitad de las ovejas para ayudarlo a cruzar el río.\n\n¿Cuál es la menor cantidad de ovejas que el comerciante debe darle al barquero?\n\nParece simple...,一个商人想要带90只羊过江。\n\n此时，船夫要商人一半的羊作为乘船费。\n\n那么作为乘船费商人最少要给几只羊呢？\n\n这不很简单吗？,一名商人帶著90隻羊打算要過河。\n\n這時，船工說他幫忙運多少羊過河，就要給那一半的羊當作船資。\n\n那商人最少要給幾隻羊當作船資呢？\n\n這題目還蠻簡單的吧？
Event_description_336_3,,,땡~ 틀렸어. \n\n배 타기 전에 30마리를 선불로 지불하면 돼. \n30마리만 주고도 강을 건널 수 있다구.,"""Nope! That's wrong,"" the response letter reads.\n\n""He can just give 30 sheep before getting on the boat.""\n\n""Then he can cross the river with the remaining 60.""","""¡No! Incorrecto"", dice la carta de respuesta.\n\n""Solo debe darle 30 ovejas antes de subir al bote"".\n\n""Así podrá cruzar el río con las 60 ovejas restantes"".",错～答错咯。\n\n在乘船前预付30只就行。\n只给30只就可以过江。,錯了～\n\n只要在搭船前先支付30隻就好了。\n只要給船工30隻就可以過河了。
Event_description_336_4,,,정답! \n\n배 타기 전에 30마리를 선불로 지불하면 돼. \n그러면 30마리만 주고도 강을 건널 수 있다구.,"""Correct!"" the response letter reads.\n\n""He can just give 30 sheep before getting on the boat.""\n""Then he can cross the river with the other 60.""","¡Correcto!"", dice la carta de respuesta.\n\n""Solo debe darle 30 ovejas antes de subir al bote"".\n""Así podrá cruzar el río con las otras 60 ovejas"".",答对了！\n\n在乘船前预付30只就行。\n只给30只就可以过江。,答對了！\n\n只要在搭船前先支付30隻就好了。\n那麼只要給船工30隻就可以過河了。
Event_description_337_1,,,"치과에 다녀온 페페루가 알쏭달쏭한 게 있다고 한다.\n\n""아까 치과에서 아주 바빠 보이는 아저씨 한 분이랑 대화 했어.""\n\n ""아저씨는 치과 진료가 끝나면 빨리 안과에 가야 한다고 했어. 그것도 아주 급하게 말이지.""","Peperu came back from the dentist thinking about something.\n\n""I talked to a very busy man at the dentist.""\n\n""He said he had to go to the eye clinic as soon as his dental treatment was over.""","Peperu volvió del dentista con algo en mente.\n\n""Hablé con un sujeto muy ocupado en el consultorio dental"".\n\n""Dijo que debía ir a la clínica oftalmológica cuando terminara su tratamiento dental"".",从牙科回来的佩佩露说有模棱两可的事情。\n\n“刚才在牙科和一位看起来非常忙的叔叔聊了一下。”\n\n“那位叔叔等结束治疗后，说要赶快去眼科。而且他非常急。”,剛去看完牙醫的佩佩魯說有件事讓他很困惑。\n\n「我剛剛在牙醫診所合一位看起來很忙的叔叔聊天。」\n\n「叔叔說看完牙醫後，就要趕快去看眼科才行。而且還十分地著急。」
Event_description_337_2,,,"""안경을 쓰거나 눈이 아팠던 게 아닐까?""\n\n""아니야, 내가 봤는데 안경도 안 썼어. \n그리고 물어보니까 눈에 이상도 전혀 없고."" \n\n""자기 눈은 아주 건강하다고 했어. \n근데 질문이 끝나기도 전에 가셨지 뭐람""","""Maybe he needs new glasses.""\n\n""No, he didn't wear any glasses.\n\n""And when I asked, he said there was nothing wrong with his eyes.""\n\n""He left before I could ask more.""","""Tal vez necesita anteojos nuevos"".\n\n""No. Dijo que no usaba anteojos.\n\n""Y cuando le pregunté, me dijo que no había nada malo en sus ojos"".\n\n""Cuando quise preguntarle más, ya se había ido"".",“是不是戴了眼镜或是眼睛很疼呢？”\n\n“不，我看他没有戴眼镜。\n我还问了他，他说眼睛没有任何异常。”\n“而且说自己的眼睛很健康。\n等我还没问完呢，就走掉了。”,「會不會戴眼鏡或是眼睛不舒服呢？」\n\n「不是啊，我看他也沒有戴眼鏡。\n而且我問過他，他也說眼睛沒有問題。」\n\n「說他的眼睛很健康呢。\n但是在我問完問題前他就走了。」
Event_description_337_3,,,"흐음. 이가 아파서 치과에 왔고. \n바쁘고, 안과에 가야 한다고?\n\n앗! 알 것 같다.","Hmm. He went to the dentist because he had a toothache.\n\nHe was busy, then he had to go to the eye doctor after?\n\nOh! I think I got this.","Mmm. Fue al dentista porque le dolía una muela.\n\nEstaba ocupado, pero ¿tenía que ir al consultorio oftalmológico después?\n\n¡Ah! Creo que ya lo tengo.",唔。因为牙疼，去了牙科。\n很忙，所以要去眼科？\n\n啊！我好像知道了。,哼嗯。因為牙痛去看牙醫，\n然後他很忙碌，還說要去眼科？\n\n啊！我知道了。
Event_description_337_4,,,"재밌는 답안이지만, 오답이야.\n\n안과 의사라고 생각하면 바쁜 게 이해 가지 않을까? 정답은 안과의사야.","""That's an interesting theory, but it's wrong.""\n\n""He's so busy because he's an eye doctor. That's the answer.""","""Es una teoría interesante, pero incorrecta"".\n\n""Está muy ocupado porque es un oftalmólogo. Esa es la respuesta"".",虽然是个很有趣的答案，但答错了。\n\n如果说他是眼科医生的话，说他忙会不会情有可原呢？正确答案时眼科医生哦。,雖然是很有趣的答案，但答錯了。\n\n如果把他想成是眼科醫生的話，就能理解他為什麼很忙了吧？答案是眼科醫生。
Event_description_337_5,,,정답이야!\n\n안과 의사라고 생각하면 바쁜 것도 모두 이해가 간다구.,"""You've got it!""\n\n""It makes sense he's so busy because he's the eye doctor!""","""¡Exacto!"".\n\n""¡Es un oftalmólogo, por lo que tiene sentido que estuviera tan ocupado!"".",答对了！\n\n如果说他是眼科医生的话，说他忙就情有可原了。,答對了！\n\n如果他是眼科醫生的話，忙碌的事情也就說得通了。
Event_description_338_1,,,농장에 의문의 마술사가 나타나서 마술을 보여준다고 난리다.\n\n몬스터들이 마술사 앞에 옹기종기 모여 앉았다. \n\n지금 막 옅은 하얀 연기를 '뽕'하고 터뜨렸다.,"A mysterious magician appears on the farm one day and promises to show me some real magic.\n\n""Come little monsters, gather before the Great Stromboni!""\n\nHe creates a burst of faint white smoke. ""Kapow!""","Un misterioso mago aparece en la granja y promete mostrarme magia de verdad.\n\n""¡Vengan, monstruitos! ¡Reúnanse alrededor del gran Stromboni!"".\n\nCrea una ráfaga de humo blanco pálido. ""¡Kapum!""",农场出现了一位可疑的魔术师，吵着要表演魔术。\n\n怪物们都围坐在了魔术师的前面。\n\n他突然“砰”的一下喷出了淡淡的白烟。,農場來了一位神祕的魔術師，說要表演魔術給大家看。\n\n怪物們全都聚在那位神祕魔術師的面前。\n\n他「砰」一聲地引爆淡淡的白煙。
Event_description_338_2,,,앞이 잘 보이지 않았다. \n그다음엔 '빵' 하면서 푸른 연기를 터뜨렸다. \n\n아까보다 훨씬 짙고 많은 양의 연기가 나왔다.\n\n뭔가 이상해서 주위를 둘러보았다.\n\n 마술사의 상자에 몬스터들의 지갑이 빼꼼 나와 있지 않은가!?,"The smoke's so thick I can't see the nails on my fingers.\n\nThen he creates a burst of blue smoke, saying, ""Kaboom!""\n\nA lot of smoke comes out, even thicker than before.\n\nFeeling strange, I look around.\n\nI see the wallets of my monsters sticking out of the magician's box!","El humo es tan espeso que no veo ni las uñas de mis dedos.\n\nLuego crea una explosión de humo azul y dice ""¡Kabúm!""\n\nSale mucho humo, incluso más espeso que antes.\n\nMe siento extraño y miro a mi alrededor.\n\n¡Veo las billeteras de mis monstruos asomándose de la caja del mago!",我看不清前方。\n紧接着，他又“砰”的一下喷出了蓝烟。\n\n这次冒出来比刚才更浓更多的烟。\n\n我感觉有点奇怪，便看了一下周围。\n\n魔术师的箱子上稍微露出来怪物们的钱包！,看不太清楚前方。\n接著，他「乓」一聲地引爆了藍煙。\n\n煙霧顏色比剛剛還要深，而且量也多很多。\n\n總覺得有點不對勁，便環視了四周。\n\n卻在魔術師的箱子裡發現怪物們的錢包？！
Event_description_338_3,,,"마술사의 흑심이 다 보였다. \n이 녀석, 지갑을 훔치려고 온 도둑이다!\n\n히죽 히죽 웃으면서 마법사는 마지막을 준비한다는 듯 말했다.\n\n""하하하, 다음 연기는 무슨 색일까요?""\n\n뻔하지, 맞춰버린 다음에 이녀석 경찰서로 보내버려야지!","This guy isn't a magician, he's a thief trying to rob my monsters!\n\nWith a grin, the magician says his last line.\n\n""Hahaha, what color smoke will I conjure next?""\n\nMight as well give him an answer before I put him under the jail!","Este tipo no es un mago, ¡es un ladrón tratando de robarles a mis monstruos!\n\nEl mago dice su última línea con una sonrisa.\n\n""Ja, ja, ja, ¿qué color conjuraré ahora?""\n\n¡Debería darle una respuesta antes de meterlo a la cárcel!",我看出了魔术师不怀好意的黑心。\n这家伙，是一个打算偷走钱包的小偷！\n\n看似做好最后准备的魔法师笑嘻嘻地说：\n\n“哈哈哈，下一个烟会是什么颜色呢？”\n\n太明显了，我要答对颜色后把这个家伙送到警察局！,看出魔術師在打什麼主意了。\n這傢伙是想要偷錢包的小偷！\n\n竊笑的魔法師像是在準備最後一步了。\n\n「哈哈哈，下個煙霧會是什麼顏色呢？」\n\n很明顯啊，猜對之後我要將這傢伙送到警察局去！
Event_description_338_4,,,"이런! 검은 연기가 잔뜩 뿜어져 나왔다. \n\n그사이에 나는 마술사의 손을 덥석! 붙잡아서 경찰서로 보냈다. \n\n휴, 지갑을 되찾아서 다행이야.",That snake! I didn't expect black smoke! I cough and wheeze my way over to the magician.\n\nI then grab his hand and drag him to the police station.\n\nI'm just glad I got everyone's wallets back.,¡Esa víbora! ¡No esperaba humo negro! Me acerco tosiendo y jadeando al mago.\n\nAgarro su mano y lo arrastro hasta la estación de policía.\n\nSolo me alegra que todos recuperaron sus billeteras.,哎呀！喷出黑烟了。\n\n就在那时我猛地抓住魔术师的手，然后送去了警察局。\n\n呼，找回钱包真是万幸。,竟然！噴出滿滿的黑煙。\n\n我在那之中抓住魔術師的手！並將他送去了警察局。\n\n呼，幸好有找回錢包。
Event_description_338_5,,,"곧이어 검은 연기가 잔뜩 뿜어져 나왔다. \n\n그사이에 나는 마술사의 손을 덥석! 붙잡아서 경찰서로 보냈다. \n\n휴, 지갑을 되찾아서 다행이야.","As expected, a blast of black smoke comes out.\n\nI run around it and grab the magician's hand.\n\nI take him to the police station.\n\nI'm just glad I got everyone's wallets back.","Como lo esperaba, sale una explosión de humo negro.\n\nLa rodeo corriendo y agarro la mano del mago.\n\nLo llevo a la estación de policía.\n\nMe alegro de que todos recuperaron sus billeteras.",紧接着喷出黑烟了。\n\n就在那时我猛地抓住魔术师的手，然后送去了警察局。\n\n呼，找回钱包真是万幸。,很快地就噴出滿滿的黑煙。\n\n我在那之中抓住魔術師的手！並將他送去了警察局。\n\n呼，幸好有找回錢包。
Event_description_339_1,,,"풀푸리가 파이어 루니에게 무언가 이야기하고 있다.\n\n""내가 문제를 내볼게.""\n\n""여기, 오귀자라는 나무가 있는데, \n이 나무는 잎이 다섯 개인 게 특징이야.""\n\n루니가 고개를 끄덕이면서 열심히 듣고 있다.","Puri is talking to Fire Runi.\n\n""Pop quiz time!""\n\n""Here, this is a four-leaf clover.""\n\nRuni nods and listens intently.","Puri habla con Runi ígneo.\n\n""¡Hora de una prueba!""\n\n""Toma, un trébol de cuatro hojas"".\n\nRuni asiente y escucha con atención.",普尔丽和火鲁尼在聊天。\n\n“我来问你个问题。”\n\n“假设在我的家人里，\n有妈妈、爸爸、弟弟，还有我亲爱的。”\n鲁尼在点着头认真听着问题。,青草普里在和火魯尼說著什麼事。\n\n「我來出題吧。」\n\n「這邊有個叫做五貴子的樹木，\n這棵樹的特徵是葉子有五片。」\n\n魯尼點了點頭認真地聽著。
Event_description_339_2,,,"""내가 지금 오귀자에서 나뭇잎을 하나 떼어내면, 오귀자를 뭐라고 불러야 해?""\n\n골똘히 생각에 잠겼던 루니가 어째서인지 수줍어한다.\n\n뭐지… 앗, 오귀자에 잎을 하나 떼면!?","""If I took away a leaf from this four-leaf clover, what would I call it?""\n\nRuni seems stumped.\n\n""If you take one leaf from a four-leaf clover...""","""Si le quito una hoja a este trébol de cuatro hojas, ¿cómo lo llamarías?""\n\nRuni se ve confundida.\n\n""Si le quitas una hoja a un trébol de cuatro hojas...""",“在这些家人里面，有一个不是我的家人，你猜是谁？”\n\n思索半天的火鲁尼突然脸红了起来。\n\n没有血缘关系的……,「如果我現在摘下一片五貴子的樹葉，那要叫五貴子什麼才好？」\n\n陷入沉思的魯尼不知道為什麼看起來有點害羞。\n\n是什麼呢…啊，五貴子摘掉一葉子的話？！
Event_description_339_3,,,틀렸어! \n\n나뭇잎을 하나 뗀다고 해서 나무의 본질이 바뀌지는 않아. \n\n그러니까 정답은 오귀자야.,"""Wrong! Removing a leaf does not change the name of a plant.""\n\n""A four-leaf clover missing a leaf, is still a four-leaf clover!""","""¡Incorrecto! Quitarle una hoja no le cambia el nombre a la planta"".\n\n""¡Un trébol de cuatro hojas con una hoja menos sigue siendo un trébol de cuatro hojas!""",错了！\n\n已成为一家人了，没有血缘关系也算是一家人。\n\n所以答案还是一家人。,答錯了！\n\n摘掉一片葉子，並不會改變樹木的本質啊。\n\n所以正確答案是五貴子。
Event_description_339_4,,,정답이야! \n\n나뭇잎을 하나 뗀다고 해서 \n나무의 본질이 바꾸지는 않아. \n\n그러니까 정답은 오귀자야.,"Correct!\n\n""Removing a leaf does not change the name of a plant.""\n\n""A four-leaf clover missing a leaf, is still a four-leaf clover!""","¡Correcto!\n\n""Quitarle una hoja no cambia el nombre de la planta"".\n\n""¡Un trébol de cuatro hojas con una hoja menos sigue siendo un trébol de cuatro hojas!""",答对了！\n\n已成为一家人了，没有血缘关系也算是一家人。\n\n所以答案还是一家人。,答對了！\n\n摘掉一片葉子，\n並不會改變樹木的本質。\n\n所以正確答案是五貴子。
Event_description_340_1,,,"""나, 도치 오늘도 기발한 문제를 만들어왔어.""\n\n도치는 개구쟁이지만, 난 이 시간이 즐겁다.","""I have a new question for you!""\n\nHere come that boy, Hedgie. He's a trivia rascal, but I like having him around.","""¡Te tengo una nueva pregunta!""\n\nAquí viene ese muchacho, Hedgie. Es un bandido para los juegos de preguntas, pero me gusta tenerlo cerca.",“我小猬，今天又带来了奇特的问题。”\n\n小猬虽然是淘气鬼，但我喜欢猜它的谜语。,「我刺蝟，今天又帶了很奇特的問題來了。」\n\n刺蝟雖然很調皮，但我覺得他的猜謎時間很有趣。
Event_description_340_2,,,"""요즘 자동차에 좀 관심이 생겨서 이것저것 알아봤다구.""\n\n""어떤 차를 봤는데?""\n\n""본 게 아니야. 맞춰야 하는 거지~\n 중고등학생이 운전하는 차 이름이 뭐게?""\n","""I've been getting into cars lately.""\n\n""Oh, what cars have you been looking at?""\n\n""None! I just have a quiz for you!""\n\n""What do you call a car that middle school students drive?""","""Últimamente me interesan los autos"".\n\n""Oh, ¿qué autos has estado mirando?""\n\n""¡Ninguno! ¡Solo te tengo una pregunta!""\n\n""¿Cómo se llama un auto que lo conduce un estudiante de primaria?""",“最近我对汽车感兴趣，所以搜罗了一下相关信息。”\n\n“那你看了什么样的车？”\n\n“我没看。是你要猜车哦～\n初高中学生驾驶的车叫什么呢？”\n,「我最近對汽車很感興趣，所以就到處打聽了。」\n\n「然後我看到了某種車！」\n\n「不對，不是看到。你必須猜對才行～\n國高中生開的車叫什麼名字？」\n
Event_description_340_3,,,땡. 중고등학생은 면허가 없기 때문에 \n운전할 수 없어!,"""Wrong! Middle school students can't drive! They don't have a license!""","""¡Incorrecto! ¡Los estudiantes de primaria no pueden conducir! ¡No tienen licencia!""",错了。初高中学生没有驾照，\n所以是不能驾驶的！,錯了。國高中生沒有駕照\n所以不能開車啊！
Event_description_340_4,,,오?! 예리한데?! \n맞아 중고등학생이 운전하면 불법이야!,"""Oh ho! You're so smart! That's right, it's illegal for middle school students to drive!""","""¡Jo, jo! ¡Eres muy inteligente! ¡Correcto, es ilegal que los estudiantes de primaria conduzcan!""",噢！好犀利！\n答对了，初高中学生驾驶是违法的！,哦？！你很聰明欸？！\n沒錯，國高中生開車的話是違法的！
Event_dialogue_1,,,장난을 친다.,Play around.,Jugar.,开玩笑。,開玩笑。
Event_dialogue_2,,,궁금한데..,I'm curious...,Tengo curiosidad...,好好奇……,真好奇…
Event_dialogue_3,,,"뭐, 괜찮아!","Well, it's okay!","¡Bueno, está bien!",嗯，没关系！,嗯，沒關係！
Event_dialogue_4,,,검은색이 더 예뻐.,Black is nicer.,Negro es mejor.,黑色更好看,黑色更好看。
Event_dialogue_5,,,뭐가 묻었나?,Is something on it?,¿Tiene algo?,沾到什么了吗？,有沾到什麼嗎？
Event_dialogue_6,,,직접 꾸며볼까?,Decorate yourself?,¿Decorarte?,我来装饰一下？,要親手裝飾嗎？
Event_dialogue_7,,,훈수를 두자.,Give advice.,Dar consejos.,支个招吧。,說教。
Event_dialogue_8,,,"뭐, 귀엽잖아.","Well, it's cute.","Bueno, es lindo.",不是很可爱嘛。,嗯，很可愛啊。
Event_dialogue_9,,,외래종인 것 같다.,I think it's a foreign species.,Creo que es una especie foránea.,应该是外来品种。,好像是外來種。
Event_dialogue_10,,,더 살펴본다.,Examine more.,Examinar más.,再观察一下。,再查看一下。
Event_dialogue_11,,,밑져야 본전!,Nothing to lose!,¡Nada que perder!,买不了吃亏买不了上当！,反正也不吃虧！
Event_dialogue_12,,,유인한다.,Trap him.,Atraparlo.,引诱。,引誘。
Event_dialogue_13,,,신고한다.,Call the police.,Llamar a la policía.,举报。,報警。
Event_dialogue_14,,,궁금한데..,I'm curious...,Tengo curiosidad...,好好奇……,真好奇…
Event_dialogue_15,,,푸리를 믿어!,Believe Puri!,¡Créele a Puri!,相信普利！,我相信普里！
Event_dialogue_16,,,귀찮은데..,I'm feeling a bit tired...,Siento algo de cansancio...,好烦……,有點懶欸…
Event_dialogue_17,,,귀찮은데..,I'm feeling a bit tired...,Siento algo de cansancio...,好烦……,有點懶欸…
Event_dialogue_18,,,쫓아간다.,Follow.,Seguir.,追上去。,追上去。
Event_dialogue_19,,,풀푸리는 알까?,Would Puri know?,¿Lo sabría Puri?,普尔丽知道吗？,青草普里會知道嗎？
Event_dialogue_20,,,나도 배고파!,I'm hungry too!,¡También tengo hambre!,我也饿！,我也餓了！
Event_dialogue_21,,,찾아본다.,Search for food.,Buscar comida.,找找看。,找看看。
Event_dialogue_22,,,다시 내려둔다.,Put it down.,Suéltalo.,重新放回。,再次放下。
Event_dialogue_23,,,쪽지에 비밀이?,A secret on the paper?,¿Hay un secreto en el papel?,纸条里有秘密？,紙條上有祕密？
Event_dialogue_24,,,나무를 살핀다.,Examine the tree.,Examinar el árbol.,观察大树。,查看樹木。
Event_dialogue_25,,,힘껏 던진다.,Throw it hard.,Tirarlo con fuerza.,用力投掷。,用力擲出。
Event_dialogue_26,,,운명에 맡긴다.,Leave it to fate.,Que se encargue el destino.,听天由命。,交給命運。
Event_dialogue_27,,,정답은 1,The answer is 1.,La respuesta es 1.,答案是1,正解是1
Event_dialogue_28,,,더 고민한다.,Think about it some more.,Piénsalo un poco más.,再考虑一下。,更加苦惱。
Event_dialogue_29,,,5?,5?,¿5?,5？,5？
Event_dialogue_30,,,이름표를 바꾸자.,Switch the name label.,Cambiar la etiqueta de nombre.,换名牌吧。,換名牌吧。
Event_dialogue_31,,,기다려보자.,Let's wait.,Esperemos.,再等等。,等等看吧。
Event_dialogue_32,,,양파를 맞바꾸자.,Switch the onions.,Cambiar las cebollas.,换洋葱吧。,交換洋蔥。
Event_dialogue_33,,,안 줄래!,I'm keeping both!,¡Me quedaré con los dos!,不给！,不給你！
Event_dialogue_34,,,분홍색 사탕,The pink candy,El caramelo rosa,粉色糖果,粉紅色糖果
Event_dialogue_35,,,흰색 사탕,The white candy,El caramelo blanco,白色糖果,白色糖果
Event_dialogue_36,,,더 생각한다.,Think about it more.,Piénsalo más.,再想一下。,再思考一下。
Event_dialogue_37,,,모르겠어.,I don't know.,No lo sé.,不知道。,不知道。
Event_dialogue_38,,,혹시..?,Could it be?,¿Podría ser?,也许？,難道…？
Event_dialogue_39,,,네 종류,Four types,Cuatro tipos,四种,四種
Event_dialogue_40,,,다섯 종류,Five types,Cinco tipos,五种,五種
Event_dialogue_41,,,몰라!,I don't know!,¡No lo sé!,不知道！,不知道！
Event_dialogue_42,,,사서 선물한다.,Buy a gift.,Comprar un regalo.,买来送礼。,買來送禮。
Event_dialogue_43,,,만들어준다.,Make one as a gift.,Fabricar uno como regalo.,亲手制作。,親手製作。
Event_dialogue_44,,,중고를 선물한다.,Give her a used one.,Darle uno usado.,买二手送礼。,送二手貨。
Event_dialogue_45,,,요리를 한다.,Cook.,Cocinar.,料理。,料理。
Event_dialogue_46,,,조합을 한다.,Combine.,Combinar.,组合。,組合。
Event_dialogue_47,,,면이 먼저!,Noodles first!,¡Primero los fideos!,先放面！,先下麵！
Event_dialogue_48,,,스프가 먼저!,Soup base first!,¡Primero la base de sopa!,先放调料！,先放調味包！
Event_dialogue_49,,,짜장면,Noodles in Black Bean Sauce,Fideos en salsa de frijol negro,炸酱面,炸醬麵
Event_dialogue_50,,,샌드위치,Sandwich,Sándwich,三明治,三明治
Event_dialogue_51,,,국밥,Rice Soup,Sopa de arroz,汤饭,湯飯
Event_dialogue_52,,,"핍아, 도와줘!","Pip, help!","¡Pip, ayuda!",费浦，帮帮我！,畢，幫幫我！
Event_dialogue_53,,,주걱을 든다.,Pick up the spatula.,Recoger la espátula.,举起锅铲。,拿起飯勺。
Event_dialogue_54,,,노크한다.,Knock.,Tocar.,敲门。,敲門。
Event_dialogue_55,,,날아가자.,Fly.,Volar.,飞吧。,飛回去。
