Key,Source,type,ko,Arguments,en,es,zh-cn,zh-tw
PassLevelDesc217,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 실버</color> 달성,Default text,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 실버</color> 달성,,Reached <color=#e77e18>Silver</color> Business Grade for Region 7 <color=#e77e18>Haunted Village</color>.,Alcanzaste el grado del negocio de <color=#e77e18>Plata</color> para <color=#e77e18>Villa Encantada</color> de la región 7.,第7地区<color=#e77e18>鬼影村庄</color>分店经营级别达成<color=#e77e18>白银</color>,第7區域<color=#e77e18>幽靈村</color>分店經營等級達<color=#e77e18>白銀</color>
PassLevelDesc218,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 골드</color> 달성,Default text,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 골드</color> 달성,,Reached <color=#e77e18>Gold</color> Business Grade for Region 7 <color=#e77e18>Haunted Village</color>.,Alcanzaste el grado del negocio de <color=#e77e18>Oro</color> para <color=#e77e18>Villa Encantada</color> de la región 7.,第7地区<color=#e77e18>鬼影村庄</color>分店经营级别达成<color=#e77e18>黄金</color>,第7區域<color=#e77e18>幽靈村</color>分店經營等級達<color=#e77e18>黃金</color>
PassLevelDesc219,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 루비</color> 달성,Default text,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 루비</color> 달성,,Reached <color=#e77e18>Ruby</color> Business Grade for Region 7 <color=#e77e18>Haunted Village</color>.,Alcanzaste el grado del negocio de <color=#e77e18>Rubí</color> para <color=#e77e18>Villa Encantada</color> de la región 7.,第7地区<color=#e77e18>鬼影村庄</color>分店经营级别达成<color=#e77e18>红宝石</color>,第7區域<color=#e77e18>幽靈村</color>分店經營等級達<color=#e77e18>紅寶石</color>
PassLevelDesc220,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 플래티넘</color> 달성,Default text,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 경영 등급 <color=#e77e18> 플래티넘</color> 달성,,Reached <color=#e77e18>Platinum</color> Business Grade for Region 7 <color=#e77e18>Haunted Village</color>.,Alcanzaste el grado del negocio de <color=#e77e18>Platino</color> para <color=#e77e18>Villa Encantada</color> de la región 7.,第7地区<color=#e77e18>鬼影村庄</color>分店经营级别达成<color=#e77e18>铂金</color>,第7區域<color=#e77e18>幽靈村</color>分店經營等級達<color=#e77e18>白金</color>
PassLevelDesc221,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 맛집 랭킹 <color=#e77e18>1등</color> 달성,Default text,제 7 지역 <color=#e77e18>헌티드 빌리지</color> 지점 맛집 랭킹 <color=#e77e18>1등</color> 달성,,Reached Go-To Restaurant Ranking <color=#e77e18>1</color> for Region 7 <color=#e77e18>Haunted Village</color>.,Alcanzaste el rango <color=#e77e18>1</color> de la clasificación de los restaurantes de moda de <color=#e77e18>Villa Encantada</color> de la región 7.,第7地区<color=#e77e18>鬼影村庄</color>分店达成美食店排行榜<color=#e77e18>第1名</color>,第7區域<color=#e77e18>幽靈村</color>分店美食名店排行榜達<color=#e77e18>第1名</color>
PassLevelDesc222,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 영업 개시,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 영업 개시,,Opened Region 8 <color=#e77e18>Churoad Way</color> for business.,Se abrió la Región 8 <color=#e77e18>Vía del Chucamino</color> para hacer negocios.,第8地区<color=#e88e18>啾老汇</color>分店开始营业,第8區域<color=#e88e18>啾老匯</color>分店開始營業
PassLevelDesc223,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 브론즈</color> 달성,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 브론즈</color> 달성,,Reached <color=#e88e18>Bronze</color> Business Grade for Region 8 <color=#e88e18>Churoad Way</color>.,Alcanzaste el grado del negocio de <color=#e88e18>Bronce</color> para<color=#e88e18>Vía del Chucamino</color> de la región 8.,第8地区<color=#e88e18>啾老汇</color>分店经营级别达成<color=#e88e18>青铜</color>,第8區域<color=#e88e18>啾老匯</color>分店經營等級達<color=#e88e18>青銅</color>
PassLevelDesc224,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 실버</color> 달성,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 실버</color> 달성,,Reached <color=#e88e18>Silver</color> Business Grade for Region 8 <color=#e88e18>Churoad Way</color>.,Alcanzaste el grado del negocio de <color=#e88e18>Plata</color> para <color=#e88e18>Vía del Chucamino</color> de la región 8.,第8地区<color=#e88e18>啾老汇</color>分店经营级别达成<color=#e88e18>白银</color>,第8區域<color=#e88e18>啾老匯</color>分店經營等級達<color=#e88e18>白銀</color>
PassLevelDesc225,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 골드</color> 달성,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 골드</color> 달성,,Reached <color=#e88e18>Gold</color> Business Grade for Region 8 <color=#e88e18>Churoad Way</color>.,Alcanzaste el grado del negocio de <color=#e88e18>Oro</color> para <color=#e88e18>Vía del Chucamino</color> de la región 8.,第8地区<color=#e88e18>啾老汇</color>分店经营级别达成<color=#e88e18>黄金</color>,第8區域<color=#e88e18>啾老匯</color>分店經營等級達<color=#e88e18>黃金</color>
PassLevelDesc226,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 루비</color> 달성,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 루비</color> 달성,,Reached <color=#e88e18>Ruby</color> Business Grade for Region 8 <color=#e88e18>Churoad Way</color>.,Alcanzaste el grado del negocio de <color=#e88e18>Rubí</color> para <color=#e88e18>Vía del Chucamino</color> de la región 8.,第8地区<color=#e88e18>啾老汇</color>分店经营级别达成<color=#e88e18>红宝石</color>,第8區域<color=#e88e18>啾老匯</color>分店經營等級達<color=#e88e18>紅寶石</color>
PassLevelDesc227,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 플래티넘</color> 달성,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 경영 등급 <color=#e88e18> 플래티넘</color> 달성,,Reached <color=#e88e18>Platinum</color> Business Grade for Region 8 <color=#e88e18>Churoad Way</color>.,Alcanzaste el grado del negocio de <color=#e88e18>Platino</color> para <color=#e88e18>Vía del Chucamino</color> de la región 8.,第8地区<color=#e88e18>啾老汇</color>分店经营级别达成<color=#e88e18>铂金</color>,第8區域<color=#e88e18>啾老匯</color>分店經營等級達<color=#e88e18>白金</color>
PassLevelDesc228,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 맛집 랭킹 <color=#e88e18>1등</color> 달성,Default text,제 8 지역 <color=#e88e18>츄로드 웨이</color> 지점 맛집 랭킹 <color=#e88e18>1등</color> 달성,,Reached Go-To Restaurant Ranking <color=#e88e18>1</color> for Region 8 <color=#e88e18>Churoad Way</color>.,Alcanzaste el rango <color=#e88e18>1</color> de la clasificación de los restaurantes de moda de <color=#e88e18>Vía del Chucamino</color> de la región 8.,第8地区<color=#e88e18>啾老汇</color>分店达成美食店排行榜<color=#e88e18>第1名</color>,第8區域<color=#e88e18>啾老匯</color>分店美食名店排行榜達<color=#e88e18>第1名</color>
PassLevelDesc229,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 영업 개시,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 영업 개시,,Opened Region 9 <color=#e99e19>Chus Vegas</color> for business.,Se abrió la Región 9 <color=#e99e19>Chus Vegas</color> para hacer negocios.,第9地区<color=#e99e19>啾斯维加斯</color>分店开始营业,第9區域<color=#e99e19>啾斯維加斯</color>分店開始營業
PassLevelDesc230,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 브론즈</color> 달성,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 브론즈</color> 달성,,Reached <color=#e99e19>Bronze</color> Business Grade for Region 9 <color=#e99e19>Chus Vegas</color>.,Alcanzaste el grado del negocio de <color=#e99e19>Bronce</color> para <color=#e99e19>Chus Vegas</color> de la región 9.,第9地区<color=#e99e19>啾斯维加斯</color>分店经营级别达成<color=#e99e19>青铜</color>,第9區域<color=#e99e19>啾斯維加斯</color>分店經營等級達<color=#e99e19>青銅</color>
PassLevelDesc231,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 실버</color> 달성,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 실버</color> 달성,,Reached <color=#e99e19>Silver</color> Business Grade for Region 9 <color=#e99e19>Chus Vegas</color>.,Alcanzaste el grado del negocio de <color=#e99e19>Plata</color> para <color=#e99e19>Chus Vegas</color> de la región 9.,第9地区<color=#e99e19>啾斯维加斯</color>分店经营级别达成<color=#e99e19>白银</color>,第9區域<color=#e99e19>啾斯維加斯</color>分店經營等級達<color=#e99e19>白銀</color>
PassLevelDesc232,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 골드</color> 달성,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 골드</color> 달성,,Reached <color=#e99e19>Gold</color> Business Grade for Region 9 <color=#e99e19>Chus Vegas</color>.,Alcanzaste el grado del negocio de <color=#e99e19>Oro</color> para <color=#e99e19>Chus Vegas</color> de la región 9.,第9地区<color=#e99e19>啾斯维加斯</color>分店经营级别达成<color=#e99e19>黄金</color>,第9區域<color=#e99e19>啾斯維加斯</color>分店經營等級達<color=#e99e19>黃金</color>
PassLevelDesc233,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 루비</color> 달성,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 루비</color> 달성,,Reached <color=#e99e19>Ruby</color> Business Grade for Region 9 <color=#e99e19>Chus Vegas</color>.,Alcanzaste el grado del negocio de <color=#e99e19>Rubí</color> para <color=#e99e19>Chus Vegas</color> de la región 9.,第9地区<color=#e99e19>啾斯维加斯</color>分店经营级别达成<color=#e99e19>红宝石</color>,第9區域<color=#e99e19>啾斯維加斯</color>分店經營等級達<color=#e99e19>紅寶石</color>
PassLevelDesc234,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 플래티넘</color> 달성,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 경영 등급 <color=#e99e19> 플래티넘</color> 달성,,Reached <color=#e99e19>Platinum</color> Business Grade for Region 9 <color=#e99e19>Chus Vegas</color>.,Alcanzaste el grado del negocio de <color=#e99e19>Platino</color> para <color=#e99e19>Chus Vegas</color> de la región 9.,第9地区<color=#e99e19>啾斯维加斯</color>分店经营级别达成<color=#e99e19>铂金</color>,第9區域<color=#e99e19>啾斯維加斯</color>分店經營等級達<color=#e99e19>白金</color>
PassLevelDesc235,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 맛집 랭킹 <color=#e99e19>1등</color> 달성,Default text,제 9 지역 <color=#e99e19>츄스베가스</color> 지점 맛집 랭킹 <color=#e99e19>1등</color> 달성,,Reached Go-To Restaurant Ranking <color=#e99e19>1</color> for Region 9 <color=#e99e19>Chus Vegas</color>.,Alcanzaste el rango <color=#e99e19>1</color> de la clasificación de los restaurantes de moda de <color=#e99e19>Chus Vegas</color> de la región 9.,第9地区<color=#e99e19>啾斯维加斯</color>分店达成美食店排行榜<color=#e99e19>第1名</color>,第9區域<color=#e99e19>啾斯維加斯</color>分店美食名店排行榜達<color=#e99e19>第1名</color>
StoreNameConfirmButton,영업 개시!,Default text,영업 개시!,,Open for Business!,¡Abierto!,开始营业！,開始營業！
RankingEventTitle,랭킹 발표,Default text,랭킹 발표,,Ranking Announcement,Anuncio de clasificación,公布排行榜,公布排名
ChildContentKeys1_1,심하게 말한다,Default text,심하게 말한다,,Speaks harshly,Hablar con dureza,大声呵斥,語氣嚴厲
ChildContentKeys1_2,착하게 말한다,Default text,착하게 말한다,,Speaks nicely,Hablar con amabilidad...,好言好语,語氣親切
ChildContentKeys2_1,으아아악,Default text,으아아악,,Arghhh!,¡Ah!,额啊啊啊,呃啊啊啊
ChildContentKeys2_2,크아아악,Default text,크아아악,,Kaaargh,Kaaargh,咔啊啊啊,咳啊啊啊
ChildContentKeys2_3,흐아아악,Default text,흐아아악,,Haaaaagh!,¡Haaaaagh!,呃啊啊啊,嚇啊啊啊
ChildContentKeys3_1,응 자세히 설명해줘.,Default text,응 자세히 설명해줘.,,"Yeah, explain it in detail.","Sí, explicar en detalle.",嗯，给我详细说明一下,嗯，仔細解釋給我聽。
ChildContentKeys3_2,"아니, 하고싶지 않아.",Default text,"아니, 하고싶지 않아.",,"No, I don't want to.","No, no quiero.",不，我不想做。,不，我不想做。
NoticeMsgOverMaxCount,최대 보유량을 초과하여 보상을 받을 수 없습니다. 아이템을 소모한 후 다시 시도해주세요.,Default text,최대 보유량을 초과하여 보상을 받을 수 없습니다. 아이템을 소모한 후 다시 시도해주세요.,,You can't claim rewards if they'll exceed max capacity. Please use some items and try again.,No puedes reclamar recompensas si excederán la capacidad máxima. Usa algunos artículos y vuelve a intentarlo.,已达到最大持有量，无法领取奖励。请先消耗道具后再试。,超過最大持有量，無法領取獎勵。請消耗道具後再次嘗試。
GraphicsSettingToast,설정 > 그래픽 > 리소스 품질을 높음으로 설정해주세요.,Default text,설정 > 그래픽 > 리소스 품질을 높음으로 설정해주세요.,,Go to Settings > Graphics > Resource Quality and set it to High.,Ve a Configuración > Gráficos > Calidad de recursos y elige Alta.,请前往设置 > 画质 > 资源品质设置为较高。,請透過設定 > 圖像 > 提升資源品質設定。
RankingReexamButton,랭킹 재심사 요청하기,Default text,랭킹 재심사 요청하기,,Request Rank Re-Evaluation,Solicitar reevaluación de rango,申请重新审核排行榜,申請重審排名
RankingReexamErrorToast1,첫 랭킹이 발표된 이후에 재심사 요청이 가능해요!,Default text,첫 랭킹이 발표된 이후에 재심사 요청이 가능해요!,,You can request a re-evaluation once the first rankings are announced!,¡Puedes solicitar una reevaluación una vez que se anuncien las primeras clasificaciones!,只有公布第一届排行榜后，才能申请重新审核！,首次公布排名後即可申請重審！
RankingReexamErrorToast2,이미 1위를 달성했어요!,Default text,이미 1위를 달성했어요!,,You already reached 1st place!,¡Ya lograste el primer puesto!,你已达成了第1名！,已達成第1名！
RankingReexamPopupTitle,맛집 랭킹 재심사 요청,Default text,맛집 랭킹 재심사 요청,,Request Rank Re-Evaluation,Solicitar reevaluación de rango,申请重新审核美食店排行榜,申請重審美食名店排行榜
RankingReexamPopupContents,비용을 지불하여 맛집 랭킹을 즉시 재심사하시겠습니까?\n랭킹 달성 보상은 지급되지 않습니다.\n\n이전 매출 기록: {0} ({1}위)\n<color=#e77e18>현재 매출 기록: {2}</color>,Default text,비용을 지불하여 맛집 랭킹을 즉시 재심사하시겠습니까?\n랭킹 달성 보상은 지급되지 않습니다.\n\n이전 매출 기록: {0} ({1}위)\n<color=#e77e18>현재 매출 기록: {2}</color>,,Pay a fee to immediately re-evaluate your Go-To Restaurant Ranking?\nYou can't earn ranking achievement rewards.\n\nPrevious Revenue: {0} (Rank {1})\n<color=#e77e18>Current Revenue: {2}</color>,¿Pagar una tarifa para reevaluar la clasificación de los restaurantes de moda de forma inmediata?\nNo puedes ganar recompensas de clasificación.\n\nIngresos anteriores: {0} (rango {1})\n<color=#e77e18>Ingresos actuales: {2}</color>,确定要支付费用并立即重新审核美食店排行榜吗？\n此操作不会发放排行榜达成奖励。\n\n上次销售额记录：{0}（第{1}名）\n<color=#e77e18>当前销售额记录：{2}</color>,確定要支付費用立即重審美食名店排行榜嗎？\n不會發放排行榜達成獎勵。\n\n先前銷售紀錄：{0}(第{1}名)\n<color=#e77e18>目前銷售紀錄：{2}</color>
ShortMonthText1,1월,Default text,1월,,Month 1,Mes 1,1月,1月
ShortMonthText2,2월,Default text,2월,,Month 2,Mes 2,2月,2月
ShortMonthText3,3월,Default text,3월,,Month 3,Mes 3,3月,3月
ShortMonthText4,4월,Default text,4월,,Month 4,Mes 4,4月,4月
ShortMonthText5,5월,Default text,5월,,Month 5,Mes 5,5月,5月
ShortMonthText6,6월,Default text,6월,,Month 6,Mes 6,6月,6月
ShortMonthText7,7월,Default text,7월,,Month 7,Mes 7,7月,7月
ShortMonthText8,8월,Default text,8월,,Month 8,Mes 8,8月,8月
ShortMonthText9,9월,Default text,9월,,Month 9,Mes 9,9月,9月
ShortMonthText10,10월,Default text,10월,,Month 10,Mes 10,10月,10月
ShortMonthText11,11월,Default text,11월,,Month 11,Mes 11,11月,11月
ShortMonthText12,12월,Default text,12월,,Month 12,Mes 12,12月,12月
IntroCaptionText1,그러니까… 이것은 바로,Default text,그러니까… 이것은 바로,,So...this is...,Entonces... Esto es...,所以……这就是,所以說…這就是
IntroCaptionText2,"*@Nick*, 당신의 *성공*에 대한 이야기죠.",Default text,"*@Nick*, 당신의 *성공*에 대한 이야기죠.",,"*@Nick*, it's a story about your *success*.","*@Nick*, es una historia sobre tu *éxito*.",*@Nick*，是关于你*成功*的故事啊。,*@Nick*你的*成功*故事。
IntroCaptionText3,어디서부터 시작할까요?,Default text,어디서부터 시작할까요?,,Where should we start?,¿Por dónde empezamos?,从哪里开始呢？,要從哪裡開始說起呢？
IntroCaptionText4,음…,Default text,음…,,Hmm...,Mmm...,唔……,嗯…
IntroCaptionText5,아! 그날이 좋겠네요.,Default text,아! 그날이 좋겠네요.,,Oh! That day sounds good.,¡Oh! Ese día suena bien.,啊！那一天应该挺好。,啊！那天一定很棒。
EventT5401DL1,이곳에서는 <color=#e77e18>맛집 랭킹 현황</color>을 확인할 수 있지.\n현재 <color=#e77e18>1위</color>인 라이벌을 이겨보기 위해 노력해 보게나!,Default text,이곳에서는 <color=#e77e18>맛집 랭킹 현황</color>을 확인할 수 있지.\n현재 <color=#e77e18>1위</color>인 라이벌을 이겨보기 위해 노력해 보게나!,,"Here, you can see <color=#e77e18>the current Go-To Restaurant Rankings</color>.\nTry to beat whoever is <color=#e77e18>ranked first</color>!",Aquí puedes ver <color=#e77e18>clasificación de los restaurantes de moda</color>.\n¡Intenta vencer a quien esté en el <color=#e77e18> primer lugar</color>!,在这里可以查看<color=#e77e18>美食店排行榜现况</color>。\n努力超越当前位居<color=#e77e18>第1名</color>的对手吧！,在這裡可以查看<color=#e77e18>美食名店排行榜現況</color>。\n努力戰勝目前排行<color=#e77e18>第1名</color>的對手吧！
EventT5401DL2,현재 지역의 1위인 라이벌을 확인해보세요.,Default text,현재 지역의 1위인 라이벌을 확인해보세요.,,"View your rival, the current Region Rank 1.","Mira a tu rival, el rango 1 de la región actual.",请查看您的竞争对手，即当前地区第1名。,請確認目前地區排行第1名的對手。
EventT5401DL3,라이벌의 매출을 확인해 보세요.\n라이벌보다 매출이 높으면 1위를 달성할 수 있어요.,Default text,라이벌의 매출을 확인해 보세요.\n라이벌보다 매출이 높으면 1위를 달성할 수 있어요.,,Check out your rival's revenue.\nYou can reach 1st place if your revenue exceeds your rival's.,Revisa los ingresos de tu rival.\nPuedes alcanzar el primer puesto si tus ingresos sobrepasan los de tu rival.,请确认对手的销售额。\n当销售额高于对手时，你就能获得第1名。,看看對手的銷售額，\n只要銷售額贏過對手，就可以登上第1名了。
EventT5401DL4,"맛집 랭킹은<color=#e77e18> 매년 12월</color>에 발표되지. 하지만 만약에 연초에 높은 매출을 달성했다면, 1년을 그냥 기다리기엔 아쉽지 않나?\n그럴 때에는 <color=#e77e18>랭킹 재심사</color>를 요청해 보게나!",Default text,"맛집 랭킹은<color=#e77e18> 매년 12월</color>에 발표되지. 하지만 만약에 연초에 높은 매출을 달성했다면, 1년을 그냥 기다리기엔 아쉽지 않나?\n그럴 때에는 <color=#e77e18>랭킹 재심사</color>를 요청해 보게나!",,"The Go-To Restaurant Ranking is announced <color=#e77e18>every 12 months</color>. But if you earned high revenue at the beginning of the year, wouldn't it be sad to have to wait a whole year?\nInstead, request for a <color=#e77e18>Rank Re-Evaluation</color>!","La clasificación de los restaurantes de moda se anuncia <color=#e77e18>cada 12 meses</color>. Pero si ganaste suficientes ingresos al comienzo del año, ¿no sería triste tener que esperar un año entero?\nEn vez de eso, ¡puedes solicitar una <color=#e77e18>reevaluación de rango</color>!",美食店排行榜将于<color=#e77e18>每年12月</color>在公布。但如果在年初就实现了高销售额，那么干巴巴等1年不觉得可惜吗？\n遇到这种情况的时候，就申请<color=#e77e18>重新审核排行榜</color>吧！,美食名店排行榜將於<color=#e77e18>每年12月</color>公布。但要是在年初就達成了高銷售額，卻白等了1年不是很可惜嗎？\n遇到這種時候，就申請<color=#e77e18>重審排名</color>吧！
EventT5401DL5,랭킹 재심사 요청을 통해 비용을 지불하고 즉시 맛집 랭킹을 재심사 받을 수 있어요!,Default text,랭킹 재심사 요청을 통해 비용을 지불하고 즉시 맛집 랭킹을 재심사 받을 수 있어요!,,"With Request Rank Re-Evaluation, you can pay a fee to have your Go-To Restaurant Rank re-evaluated.",Con la reevaluación de rango puedes pagar una tarifa para que se vuelva a evaluar tu rango de restaurante de moda.,通过支付费用并申请重新审核排行榜，可以重新审核美食店排行榜！,只要支付費用就可以透過申請重審排名立刻重審美食名店排行榜！
EventT5401DL6,하지만 맛집 랭킹 재심사 시에는 <color=#e77e18>별도의 보상이 주어지지 않는다네.</color>\n랭킹 달성 보상은 매년 <color=#e77e18>12월</color>의 발표 시에만 주어진다는 점 참고하게나! 1위 달성 후에도 맛집 랭킹 발표는 매년 이어지니 원한다면 12월을 기다려도 되겠지.,Default text,하지만 맛집 랭킹 재심사 시에는 <color=#e77e18>별도의 보상이 주어지지 않는다네.</color>\n랭킹 달성 보상은 매년 <color=#e77e18>12월</color>의 발표 시에만 주어진다는 점 참고하게나! 1위 달성 후에도 맛집 랭킹 발표는 매년 이어지니 원한다면 12월을 기다려도 되겠지.,,"There are <color=#e77e18>no special rewards</color> for a Go-To Restaurant Ranking Re-evaluation.\nRemember! You can only get Rank Achievement rewards each year after the <color=#e77e18>December</color> announcement! Go-To Restaurant Ranking announcements continue every year even after you get 1st place, so you can wait until December if you want.","No se entregan<color=#e77e18> recompensas especiales</color> por una reevaluación de restaurante de moda.\n¡Recuérdalo! ¡Solo puedes recibir las recompensas del logro de rango después del anuncio de <color=#e77e18>diciembre</color>! Los anuncios de la clasificación de los restaurantes de moda seguirán todos los años después de que consigas el primer puesto, así que puedes esperar hasta diciembre si quieres.",但在重新审核美食店排行榜时，<color=#e77e18>不会有额外的奖励</color>。\n作为参考，排名达成奖励每年只在<color=#e77e18>12月</color>公布时一概发放！达成第1名后，每年一直会公布美食店排行榜，所以只要有想法，就可以等到12月也行。,但重審美食名店排行榜時，<color=#e77e18>不會另外發放獎勵</color>。\n排名達成獎勵只會在每年<color=#e77e18>12月</color>公佈時發放，敬請參考！\n就算達成第1名，美食名店排行榜每年依舊會持續公佈，你願意的話，也可以繼續等12月！
StageSettingTitle,지역 출발 준비,Default text,지역 출발 준비,,Prepare to Switch Regions,Preparar para cambiar de región,准备出发地区,地區出發準備
Click,클릭,Default text,클릭,,Press,Presionar,点击,點擊
PiggyBankLevel1,황금통 Lv.1,Default text,황금통 Lv.1,,Piggy Bank Lv. 1,Alcancía nivel 1,黄金罐Lv.1,黃金撲滿Lv.1
PiggyBankLevel2,황금통 Lv.2,Default text,황금통 Lv.2,,Piggy Bank Lv. 2,Alcancía nivel 2,黄金罐Lv.2,黃金撲滿Lv.2
PiggyBankLevel3,황금통 Lv.3,Default text,황금통 Lv.3,,Piggy Bank Lv. 3,Alcancía nivel 3,黄金罐Lv.3,黃金撲滿Lv.3
PiggyBankLevel4,황금통 Lv.4,Default text,황금통 Lv.4,,Piggy Bank Lv. 4,Alcancía nivel 4,黄金罐Lv.4,黃金撲滿Lv.4
PiggyBankLevel5,황금통 Lv.5,Default text,황금통 Lv.5,,Piggy Bank Lv. 5,Alcancía nivel 5,黄金罐Lv.5,黃金撲滿Lv.5
PiggyBankLevel6,황금통 Lv.6,Default text,황금통 Lv.6,,Piggy Bank Lv. 6,Alcancía nivel 6,黄金罐Lv.6,黃金撲滿Lv.6
PiggyBankLevel7,황금통 Lv.7,Default text,황금통 Lv.7,,Piggy Bank Lv. 7,Alcancía nivel 7,黄金罐Lv.7,黃金撲滿Lv.7
PiggyBankLevel8,황금통 Lv.8,Default text,황금통 Lv.8,,Piggy Bank Lv. 8,Alcancía nivel 8,黄金罐Lv.8,黃金撲滿Lv.8
PiggyBankLevel9,황금통 Lv.9,Default text,황금통 Lv.9,,Piggy Bank Lv. 9,Alcancía nivel 9,黄金罐Lv.9,黃金撲滿Lv.9
PiggyBankLevel10,황금통 Lv.10,Default text,황금통 Lv.10,,Piggy Bank Lv. 10,Alcancía nivel 10,黄金罐Lv.10,黃金撲滿Lv.10
MaxStackCountMailMessage,최대 보유량을 초과한 아이템 보상입니다.,Default text,최대 보유량을 초과한 아이템 보상입니다.,,Items that exceeded max capacity.,Los artículos que excedan la capacidad máxima.,此为超过最大持有量的道具奖励。,道具獎勵已超過最高持有量。
MaxStackCountToast,최대 보유량을 초과한 보상은 우편으로 발송되었습니다.,Default text,최대 보유량을 초과한 보상은 우편으로 발송되었습니다.,,Excess rewards were sent to Mail.,Las recompensas excedentes se enviaron al Correo.,超过最大持有量的奖励已发送至邮箱。,超過最高持有量的獎勵將發送至信箱。
TrialEmployeeSelectLocked,출전 불가,Default text,출전 불가,,Cannot Enter,No puedes entrar,无法参赛,無法出賽
InitialBurgerName,햄버거,Default text,햄버거,,Hamburger,Hamburguesa,汉堡,漢堡
DiaInfoTitle,다이아 관련 정보 안내,Default text,다이아 관련 정보 안내,,Diamond Sources,Fuentes de diamante,钻石获得途径,鑽石獲得來源
WaytoGetDia,다이아 획득처,Default text,다이아 획득처,,Diamond Sources,Fuentes de diamante,钻石获得途径,鑽石獲得來源
WheretoUseDia,다이아 사용처,Default text,다이아 사용처,,Using Diamonds,Usar diamantes,钻石用处,鑽石使用地點
BuyBunSkin,번 스킨 구매,Default text,번 스킨 구매,,Purchase Bun Skins,Comprar aspecto de pan,购买面包胚皮肤,購買麵包造型
HowtoGetDia_StagePass,츄슐랭 패스,Default text,츄슐랭 패스,,Chuchelin Pass,Pase Chuchelin,啾其林通行证,啾其林通關
HowtoGetDia_StarterPack,스타터 팩 구매,Default text,스타터 팩 구매,,Purchase a Starter Pack,Comprar paquete de principiante,购买新手包,購買新手禮包
HowtoGetDia_Package,패키지 구매,Default text,패키지 구매,,Purchase Packages,Comprar paquetes,购买礼包,購買組合包
HowtoGetDia_DiaProduct,다이아 묶음 상품 구매,Default text,다이아 묶음 상품 구매,,Purchase Diamond Bundles,Comprar lotes de diamantes,购买钻石捆绑商品,購買鑽石組合商品
HowtoGetDia_PiggyBank,황금통 구매,Default text,황금통 구매,,Buy Piggy Bank,Comprar alcancía,购买黄金罐,購買黃金撲滿
HowtoGetDia_ManagementLevel,각 경영 등급 달성 시 획득 가능,Default text,각 경영 등급 달성 시 획득 가능,,Acquired each time you raise your Business Grade.,Se adquiere cada vez que subes el grado del negocio.,达到各经营级别时可获得,達成各領域等級時可獲得
