Id,RowIndex,ParentPageId,ContentType,OrderIndex,GuideContentTextKey,VlookupGuideContentTextKey
GC000212,212,GP23,Desc,4,GP23_4TextKey,"츄츄에게 선물한 의상을 강화하면, <color=#e77e18>스킬 등급</color>이 상승합니다. \n의상을 강화하려면 <color=#e77e18>주문서</color>가 필요해요. \n의상 강화 단계가 높아질수록 주문서가 더 많이 필요하고, <color=#e77e18>강화 성공 확률</color>이 감소합니다. 강화에 성공하면 츄츄의 스킬 능력이 더 높아지지만, 실패하면 주문서는 사라져요.  \n하지만 실패하더라도 강화 단계가 떨어지거나 구매한 의상이 사라지는 일은 없으니 걱정 마세요! \n\n의상 강화 확률 \n• <color=#e77e18>강화 1단계</color> : 주문서 <color=#129ccf>1장</color> 필요, 성공 확률 <color=#129ccf>100%</color> \n• <color=#e77e18>강화 2단계</color> : 주문서 <color=#129ccf>1장</color> 필요, 성공 확률 <color=#129ccf>80%</color> \n• <color=#e77e18>강화 3단계</color> : 주문서 <color=#129ccf>2장</color> 필요, 성공 확률 <color=#129ccf>80%</color> \n• <color=#e77e18>강화 4단계</color> : 주문서 <color=#129ccf>2장</color> 필요, 성공 확률 <color=#129ccf>60%</color> \n• <color=#e77e18>강화 5단계</color> : 주문서 <color=#129ccf>3장</color> 필요, 성공 확률 <color=#129ccf>60%</color> \n• <color=#e77e18>강화 6단계</color> : 주문서 <color=#129ccf>3장</color> 필요, 성공 확률 <color=#129ccf>40%</color> \n• <color=#e77e18>강화 7단계</color> : 주문서 <color=#129ccf>4장</color> 필요, 성공 확률 <color=#129ccf>40%</color> \n• <color=#e77e18>강화 8단계</color> : 주문서 <color=#129ccf>4장</color> 필요, 성공 확률 <color=#129ccf>20%</color>"
GC000213,213,GP23,Title,5,GP23_5TextKey,세트 츄츄
GC000214,214,GP23,Desc,6,GP23_6TextKey,"인연이 있는 츄츄들을 도감에 등록하고 같은 수준으로 성장시켜 보세요! \n같은 세트에 속한 츄츄들은 달성한 <color=#e77e18>세트 효과</color> 단계에 따라 <color=#e77e18>이동 속도</color>가 빨라지는 효과를 받습니다. \n세트 효과 뿐 아니라 세트 수집 보상으로 다이아, 열쇠, 주문서 등 <color=#e77e18>추가 보상</color>도 받을 수 있어요!"
GC000215,215,GP23,Title,7,GP23_7TextKey,1차 스킬 - 출장 스킬의 등급별 효과
GC000216,216,GP23,Desc,8,GP23_8TextKey,[괄호 안에 수치가 1등급부터 5등급까지의 효과 수치입니다.] \n\n• <color=#e77e18>버거 판매왕</color> : 출장에서 돈 수익이 <color=#129ccf>[10%/20%/30%/40%/50%]</color> 늘어나요.  \n• <color=#e77e18>조리 결정 수색대원</color> : 출장에서 조리 EXP 결정을 <color=#129ccf>[1개/2개/3개/4개/5개]</color> 더 획득해요.  \n• <color=#e77e18>서빙 결정 수색대원</color> : 출장에서 서빙 EXP 결정을 <color=#129ccf>[1개/2개/3개/4개/5개]</color> 더 획득해요.  \n• <color=#e77e18>클로버 수집가</color> : 출장에서 클로버를 <color=#129ccf>[20%/40%/60%/80%/100%]</color> 더 많이 획득해요.
GC000217,217,GP23,Title,9,GP23_9TextKey,1차 스킬 - 레시피 스킬의 등급별 효과
GC000218,218,GP23,Desc,10,GP23_10TextKey,[괄호 안에 수치가 1등급부터 5등급까지의 효과 수치입니다.] \n\n • <color=#e77e18>고기 버거 전문가</color> : #고기 버거를 더 맛있게 만들어줘요. (맛 점수 <color=#129ccf>[10%/20%/30%/40%/50%]</color> 상승) \n• <color=#e77e18>채소 버거 전문가</color> :  #채소 버거를 더 맛있게 만들어줘요. (맛 점수 <color=#129ccf>[10%/20%/30%/40%/50%]</color> 상승) \n• <color=#e77e18>치킨 버거 전문가</color> :  #치킨 버거를 더 맛있게 만들어줘요. (맛 점수 <color=#129ccf>[10%/20%/30%/40%/50%]</color> 상승) \n• <color=#e77e18>해산물 버거 전문가</color> :  #해산물 버거를 더 맛있게 만들어줘요. (맛 점수 <color=#129ccf>[10%/20%/30%/40%/50%]</color> 상승) \n• <color=#e77e18>매움 버거 전문가</color> :  #매움 버거를 더 맛있게 만들어줘요. (맛 점수 <color=#129ccf>[10%/20%/30%/40%/50%]</color> 상승) \n• <color=#e77e18>매운 맛 중독</color> : 제작한 버거에 매움 포인트를 <color=#129ccf>[5점/7점/9점/12점/16점]</color> 추가해요.
GC000219,219,GP23,Title,11,GP23_11TextKey,2차 스킬 - 매장 스킬의 등급별 효과
GC000220,220,GP23,Desc,12,GP23_12TextKey,[괄호 안에 수치가 1등급부터 5등급까지의 효과 수치입니다.] \n\n• <color=#e77e18>천하장사</color> : 계산대에서 일할 때 한 번에 들고 이동할 수 있는 버거의 개수가 <color=#129ccf>[1개/2개/3개/4개/5개]</color> 더 늘어나요. \n• <color=#e77e18>퀵 오더</color> : 계산대에서 일할 때 주문 받는 속도가 <color=#129ccf>[2레벨/4레벨/6레벨/8레벨/10레벨]</color>만큼 더 빨라져요. 손님이 주문하는 버거의 수량이 늘어날수록 서빙 작업량이 많아져요. \n• <color=#e77e18>멀티테스킹</color> : 주방에서 일할 때 한 번에 만들 수 있는 버거의 개수가  <color=#129ccf>[1개/2개/3개/4개/5개]</color> 늘어나요. \n• <color=#e77e18>조리 달인</color> : 주방에서 일할 때 버거를 만드는 속도가 <color=#129ccf>[2레벨/4레벨/6레벨/8레벨/10레벨]</color>만큼 더 빨라져요. 매장에서 판매하는 레시피의 맛등급이 높을수록 조리 작업량이 많아져요.
GC000221,221,GP24,Title,1,GP24_1TextKey,부스터팩이란?
GC000222,222,GP24,Desc,2,GP24_2TextKey,부스터팩은 새로운 지점을 오픈한 사장님께 <color=#e77e18>츄슐랭 가이드 재단</color>에서 가게가 번창하길 기원하며 보내는 <color=#e77e18>응원 선물</color>이에요. \n\n일반 부스터팩과 프리미엄 부스터팩 두 가지 부스터팩이 있어요. \n\n<color=#e77e18>일반 부스터팩</color>은 <color=#129ccf>무료</color>이니 잊지 말고 수령해서 가게 경영에 보태주세요!  \n\n<color=#e77e18>프리미엄 부스터팩</color>은 <color=#129ccf>다이아</color>를 사용해 <color=#129ccf>30% 할인</color>된 금액으로 <color=#e77e18>츄츄 의상 아이템</color>을 구매할 수 있는 상품이에요. 프리미엄 부스터팩은 각 지역에서 계정 당 <color=#e77e18>1회</color>만 구매할 수 있습니다. \n새로 모집한 츄츄에게 의상을 선물하고 강화하면 <color=#129ccf>더욱 빠른 성장</color>을 도모하세요! \n\n 부스터팩은 <color=#e77e18>실버 등급</color>까지만 구매 할 수 있으니 기회를 놓치지 마세요!
GC000223,223,GP25,Title,1,GP25_1TextKey,전체 도감 수집
GC000224,224,GP25,Desc,2,GP25_2TextKey,"클로버는 츄츄가 가져다주는 행운의 상징이죠.  \n츄츄 도감의 수집율이 높아지면, <color=#129ccf>출장</color>과 <color=#129ccf>의뢰</color>에서 받는 <color=#129ccf>클로버</color> 획득량이 더 많아져요!  \n\n도감 수집율 높이는 방법 \n• 각 지역에서 <color=#e77e18>계약</color>한 츄츄들은 자동으로 도감에 등록돼요. \n• 츄츄에게 <color=#e77e18>의상</color>을 선물하면 도감 수집율이 더 많이 올라가요! \n\n츄츄들을 도감에 등록하고, 의상을 선물해서 츄츄들이 돌려주는 더 많은 행운을 누려보세요! "
GC000225,225,GP26,Title,1,GP26_1TextKey,EXP 결정이란?
GC000226,226,GP26,Desc,2,GP26_2TextKey,"EXP 결정은 츄츄 <color=#e77e18>레벨업</color>에 꼭 필요한 아이템이에요. \nEXP 결정은 <color=#129ccf>하트</color>를 사용해 상점에서 구매할 수 있어요. \n• 조리 EXP 결정은 조리 츄츄의 레벨업에 사용해요. \n• 서빙 EXP 결정은 서빙 츄츄의 레벨업에 사용해요. \n\nEXP 결정은 모두가 수요가 넘치는 아이템이기 때문에 많이 구매한다고 해서 가격 할인 혜택은 없답니다. 하지만, 츄츄 레벨업 사용하고 남은 수치는 10단위로 돌려받을 수 있으니 용량이 큰 EXP 결정을 사용할 때 망설이지 마세요! \n\n조리와 서빙 EXP 결정은 <color=#e77e18>단계</color>별로 <color=#e77e18>용량</color>이 증가해요. 더 높은 단계의 EXP 결정을 사용하면 더 많은 경험치를 얻을 수 있어요. 경영 등급이 상승하면 출장에서 획득하는 EXP 결정의 단계가 높아지고 상점에서도 더 높은 단계의 EXP 결정을 구매할 수 있게 돼요."
GC000227,227,GP26,Title,3,GP26_3TextKey,하트는 어디서 얻나요?
GC000228,228,GP26,Desc,4,GP26_4TextKey,"매장에서 버거를 구매한 손님들이 <color=#e77e18>팁</color>으로 하트를 줍니다. \n매장이 번창할수록 찾아오는 손님들이 주는 팁도 더 많아질 거예요.  \n의뢰 보상으로도 하트를 획득할 수 있어요.  \n\n더 많은 하트가 필요하다면,  <color=#129ccf>계산대 성능 업그레이드</color> 레벨을 높여보세요. \n혹은 <color=#129ccf>""직원 서비스 교육"" 경영 전략</color>을 선택하는 것도 좋은 방법입니다. "
GC000229,229,GP26,Title,5,GP26_5TextKey,메달이란?
GC000230,230,GP26,Desc,6,GP26_6TextKey,츄츄을 더 높은 레벨로 성장시키기 위한 <color=#e77e18>한계돌파</color>에 메달이 필요해요. \n메달은 <color=#129ccf>클로버</color>를 사용해 상점에서 구매할 수 있어요. \n• 조리의 메달은 조리 츄츄의 한계돌파에 필요해요. \n• 서빙의 메달은 서빙 츄츄의 한계돌파에 필요해요. \n\n메달은 공식/비공식 <color=#129ccf>직원 대회</color> 우승 보상으로 얻을 수 있습니다. 
GC000231,231,GP26,Title,7,GP26_7TextKey,도시락은?
GC000232,232,GP26,Desc,8,GP26_8TextKey,"도시락은 <color=#e77e18> 출장</color>의 필수품이죠. 츄츄들이 출장을 떠날 때 도시락은 꼭 챙겨야 해요!  \n• <color=#e77e18>트럭 출장</color>을 떠나려면 도시락이 <color=#e77e18>10개</color> 필요해요. \n• <color=#e77e18>스쿠터 출장</color>을 떠나려면 도시락이 <color=#e77e18>3개</color> 필요해요.  \n\n도시락은 일정 시간마다 1개씩 자동 생산하지만, 부족하다면 <color=#129ccf>클로버</color>를 사용해 상점에서 구매할 수 있어요. \n도시락 생산 연구를 업그레이드하면 생산 속도가 빨라져요! \n하지만 조심하세요! 도시락 보관함이 가득 차면 더 이상 얻을 수 없으니, 도시락 보관함 확장 업그레이드도 꼭 해주세요."
GC000233,233,GP26,Title,9,GP26_9TextKey,재료 구독이란?
GC000234,234,GP26,Desc,10,GP26_10TextKey,"바쁜 사장님을 위해서 신선한 재료를 <color=#e77e18>매달 정기 배송</color>받을 수 있는 재료 상자 구독 서비스를 준비했습니다. \n구독 서비스를 신청하시면, 신청한 기간 동안 신선한 재료가 담긴 재료 상자를 매달 1개씩 가게 앞에 배송해 드립니다. \n재료 구독에는 <color=#129ccf>클로버</color>를 사용하고, 경영 등급이 높아질수록 선택할 수 있는 구독 상품 종류가 늘어나요! 6개월, 12개월 정기 구독 상품에는 <color=#e77e18>할인 혜택</color>도 제공되니 더 알뜰하게 이용할 수 있어요!"
GC000235,235,GP26,Title,11,GP26_11TextKey,클로버는 어디서 얻나요?
GC000236,236,GP26,Desc,12,GP26_12TextKey,"클로버는 <color=#e77e18>출장, 의뢰, 대회</color> 보상으로 얻을 수 있어요.  \n\n더 많은 클로버를 얻고 싶으시다면, <color=#129ccf>클로버 수집가</color> 스킬을 가진 츄츄를 출장에 데려가 보세요! \n의뢰에서는 한 시즌에 획득한 점수에 따라 클로버 보상을 받을 수 있어요.  \n<color=#e77e18>츄츄 도감 수집</color> 달성율이 높아지면, 출장과 의뢰에서 받는 클로버 보상 양이 더 많아져요!  \n츄츄들이 가져다주는 행운과 함께라면 더욱 수월하게 매장을 경영하실 수 있을거에요."
GC000237,237,GP27,Title,1,GP27_1TextKey,의상 아이템 상점
GC000238,238,GP27,Desc,2,GP27_2TextKey,츄츄들에게 멋진 의상을 선물하고 강화할 수 있는 아이템들을 여기서 구매할 수 있어요! <color=#129ccf>다이아</color>를 사용해서 필요한 아이템을 구입하세요. \n\n모든 츄츄는 <color=#e77e18>잠긴 수트 케이스</color>를 하나씩 가지고 있어요. \n걱정 마세요! <color=#e77e18>열쇠</color>만 있으면 케이스를 쉽게 열 수 있답니다.  \n\n선물한 의상은 <color=#e77e18>주문서</color>로 <color=#e77e18>강화</color>할 수 있어요.  \n• 조리 전문 츄츄의 의상에는 조리 의상 강화 주문서를 사용합니다. \n• 서빙 전문 츄츄의 의상에는 서빙 의상 강화 주문서를 사용합니다.
GC000239,239,GP27,Title,3,GP27_3TextKey,다이아는 어디서 얻나요?
GC000240,240,GP27,Desc,4,GP27_4TextKey,"사장님께서 게임을 즐기시다 보면 여러 가지 방법으로 <color=#129ccf>다이아</color>를 얻을 수 있답니다.\n어떤 방법들이 있는지 알려드릴게요!\n\n1. 컨텐츠를 통해 받을 수 있는 보상\n• 츄츄나 재료를 <color=#e77e18>도감에 등록</color>하면 보상으로 얻을 수 있어요.\n• 츄츄 도감의 <color=#e77e18>세트 수집을 달성</color>하면 보상으로 얻을 수 있어요.\n• <color=#e77e18>츄슐랭 패스의 무료 보상</color>에서 얻을 수 있어요.\n• 각 지역별 <color=#e77e18>랭킹 1위를 달성</color>하면 보상으로 얻을 수 있어요.\n• 각 지역의 <color=#e77e18>경영 등급을 달성할 때마다</color> 다이아를 <color=#e77e18>반복</color>해서 얻을 수 있어요.\n\n2. 월드 코인으로 구매할 수 있는 상품\n• <color=#e77e18>츄슐랭 패스 실버, 골드 상품</color>을 구매하고 각 지역을 플레이하면 <color=#e77e18>경영 등급이 상승할 때</color>마다 획득할 수 있어요.\n• 매장의 매출을 올려 <color=#e77e18>황금통</color>에 다이아를 가득 채운 뒤 구매할 수 있어요.\n• <color=#e77e18>특별 상점</color>에서 판매하는 <color=#e77e18>다양한 패키지</color>와 <color=#e77e18>다이아 묶음 상품</color>을 구매할 수 있어요."
GC000241,241,GP28,Title,1,GP28_1TextKey,황금통이란?
GC000242,242,GP28,Desc,2,GP28_2TextKey,"<color=#e77e18>황금통</color>은 사장님이 열심히 운영한 매장에 수익이 발생하면 <color=#129ccf>다이아</color>가 적립되는 신비한 저금통이에요!\n황금통이 <color=#e77e18>가득 차면</color>, 황금통을 구매해 다이아를 받을 수 있어요.\n열심히 저축한 보답으로, <color=#129ccf>더 저렴한 가격</color>에 다이아를 구매할 수 있는 기회가 주어진답니다!\n\n또한, 황금통을 구매할 때마다 황금통의 <color=#e77e18>레벨</color>이 올라가고, 적립되는 <color=#129ccf>다이아</color>의 양도 늘어나요.\n특정 레벨을 구매하면 <color=#129ccf>특별한 추가 보상</color>도 받을 수 있으니, 황금통을 꾸준히 채워보세요!"
GC000243,243,GP29,Title,1,GP29_1TextKey,무토의 식탁이란?
GC000244,244,GP29,Desc,2,GP29_2TextKey,"<color=#e77e18>무토의 식탁</color>에서는 맛있는 요리를 준비해 무토에게 대접하고 보상을 받을 수 있어요!\n무토는 사장님이 차려준 식탁을 보고 <color=#129ccf>하트</color> 또는 <color=#129ccf>클로버</color>를 보상으로 준다고 해요.\n어떤 보상을 받을지는 사장님이 직접 <color=#e77e18>선택</color>할 수 있으니, 원하는 보상을 골라보세요!"
GC000245,245,GP29,Title,3,GP29_3TextKey,재료 준비하기
GC000246,246,GP29,Desc,4,GP29_4TextKey,식탁을 차리기 전에 먼저 사용할 <color=#e77e18>재료</color>를 정해야 해요.\n경영 등급이 높을수록 더 근사한 재료를 준비할 수 있답니다.\n사장님이 선택한 재료의 양에 따라 <color=#e77e18>요구 재료비</color>가 달라져요.\n많은 재료를 사용하면 그만큼 많은 보상을 받을 수 있으니 잘 계획해 보세요!
GC000247,247,GP29,Title,5,GP29_5TextKey,식탁 차리기
GC000248,248,GP29,Desc,6,GP29_6TextKey,"12개의 <color=#e77e18>선택지</color>가 주어지고, 그중 5개를 골라 식탁을 차릴 수 있어요.\n선택하기 전까지는 어떤 요리인지 알 수 없어요.\n선택지의 구성 다음과 같아요.\n• 햄버거 (7개)\n• 감자튀김 (2개)\n• 콜라 (1개)\n• 츄츄 (2개)\n차려진 식탁 따라 무토가 주는 보상이 달라지니 신중하게 선택하는 것이 좋아요."
GC000249,249,GP30,Title,1,GP30_1TextKey,재료 합성이란?
GC000250,250,GP30,Desc,2,GP30_2TextKey,"재료 합성으로 <color=#129ccf>필요 없는 재료를 합성</color>하여 <color=#129ccf>새로운 재료</color>를 만들어낼 수 있어요.\n합성 레시피를 선택하고, 합성할 재료를 넣고 원하는 재료 태그를 선택하면 끝!
결과로 어떤 재료가 나올지는 기계만 알고 있답니다!\n만들고 싶은 재료의 <color=#e77e18>등급</color>과 <color=#e77e18>태그</color>를 내가 정할 수 있어서, 특정 태그의 재료가 필요할 때나 낮은 등급의 재료를 모아 높은 등급으로 바꾸고 싶을 때 사용하면 좋아요."
GC000251,251,GP30,Title,3,GP30_3TextKey,재료 합성 레시피
GC000252,252,GP30,Desc,4,GP30_4TextKey,재료를 합성할 수 있는 방식은 3가지가 있어요.\n1. <color=#e77e18>일반 재료 10개</color>를 합성하여 원하는 태그의 <color=#129ccf>희귀 재료 1개</color> 획득\n2. <color=#e77e18>희귀 재료 10개</color>를 합성하여 원하는 태그의 <color=#129ccf>호화 재료 1개</color> 획득\n3. <color=#e77e18>호화 재료 3개</color>를 합성하여 원하는 태그의 <color=#129ccf>호화 재료 1개</color> 획득
GC000253,253,GP30,Title,5,GP30_5TextKey,재료 합성 대성공
GC000254,254,GP30,Desc,6,GP30_6TextKey,"일반, 희귀 재료를 합성할 때는 가끔 <color=#e77e18>대성공</color>이 발생할 수 있어요.\n대성공이 되면 보너스로 재료를 <color=#129ccf>하나 더</color> 획득할 수 있어요!\n대성공 확률: <color=#129ccf>10%</color>\n호화 재료를 합성할 때는 대성공이 발생하지 않아요."
